,Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
94101,199721,30510118096567,August,NM,720.3485,1153.0,40,44,1,8.0,56,2,1,1,4,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1,28.825,3.3612430661551227
94178,199899,202909963995175,August,NM,1385.8596,1115.38,50,44,1,,49,2,5,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1,22.3076,3.1049274275793874
94205,199974,11743250014805,August,NM,2043.959,1038.46,35,44,1,1.0,42,2,1,2,4,"Native, Born In US",8,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1,29.670285714285715,3.3901460639929915
94337,200295,305360413007681,August,NY,3004.7597,1153.84,30,44,1,,40,2,1,3,3,"Foreign Born, US Cit By Naturalization",2,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-Absent,1,38.46133333333333,3.649653407613099
94460,200544,914076599329940,August,NY,3499.0844,1557.69,60,44,1,,29,2,1,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,25.9615,3.2566146713684687
94480,200585,564096632309,August,NY,2586.6561,1153.0,40,44,1,,61,2,5,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1,28.825,3.3612430661551227
94489,200594,2905813496076,August,NY,3530.9629,1730.76,40,44,1,,44,2,1,3,3,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-Absent,1,43.269,3.767436443269483
94526,200671,30863260963096,August,NY,2507.1321,1153.0,38,44,1,,46,2,1,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-Absent,1,30.342105263157894,3.4125363605426733
94538,200695,63036160200004,August,NY,2826.6107,1153.84,35,44,1,,53,2,1,2,10,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-Absent,1,32.966857142857144,3.495502727785841
94590,200808,301190910010606,August,NY,2826.6107,615.38,40,44,1,,53,2,1,2,10,"Native, Born In US",2,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-Absent,1,15.3845,2.733360509058375
94596,200815,305050814059694,August,NY,3767.3392,1750.0,40,44,1,,39,2,1,2,8,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-Absent,1,43.75,3.7784916128036232
94619,200861,403300653610008,August,NY,5437.2465,1480.76,40,44,2,7.0,40,2,1,2,10,"Foreign Born, US Cit By Naturalization",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-Absent,1,37.019,3.6114312943547935
94635,200891,510005603205556,August,NY,2826.6107,1307.69,42,44,1,,50,2,1,1,4,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-Absent,1,31.13547619047619,3.4383478825860085
94669,200966,696570801320300,August,NY,4258.8266,1200.0,40,44,1,,28,2,1,1,1,"Native, Born In US",2,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-Absent,1,30.0,3.4011973816621555
95187,202091,451583004830130,August,ND,313.4001,1625.0,40,44,1,,54,1,1,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-Absent,0,40.625,3.7043836406499016
95349,202421,204301820910727,August,OH,3628.9646,961.53,60,44,1,,36,2,1,4,13,"Native, Born In US",3,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-Absent,1,16.0255,2.774181203568035
95421,202555,610001203202989,August,OH,3038.0548,925.0,40,44,1,,60,1,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,0,23.125,3.140914283398489
95797,203320,996011811429710,August,OR,1806.6391,1038.46,40,44,1,,39,2,7,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1,25.9615,3.2566146713684687
